Gene name,Gene end (bp),Gene start (bp),Chromosome/scaffold name
KRTAP22-2,30590397,30590105,21
KRTAP6-3,30593075,30592440,21
KRTAP6-2,30598902,30598590,21
KRTAP22-1,30601382,30601087,21
KRTAP6-1,30613930,30613431,21
KRTAP20-1,30616699,30616425,21
KRTAP20-4,30620850,30620627,21
KRTAP20-2,30635619,30635236,21
KRTAP20-3,30643136,30642864,21
KRTAP21-3,30718777,30718525,21
KRTAP21-4P,30742595,30741780,21
KRTAP21-2,30747233,30746794,21
KRTAP21-1,30755428,30754830,21
AP000244.1,30762882,30762682,21
KRTAP8-2P,30802427,30802242,21
KRTAP8-3P,30807119,30806932,21
KRTAP8-1,30813252,30812697,21
KRTAP7-1,30829759,30829039,21
KRTAP11-1,30881555,30880644,21
KRTAP19-8,31038476,31038159,21
UBE3AP2,31063168,31060600,21
TIAM1,31559977,31118416,21
AP000563.1,31453223,31452466,21
AP000251.1,31560487,31559245,21
FBXW11P1,31628600,31627127,21
AP000253.1,31659500,31653593,21
SOD1,31668931,31659622,21
RF01241,31664482,31664306,21
AP000254.1,31667247,31666728,21
SCAF4,31732075,31671033,21
HMGN1P2,31706864,31706555,21
AP000255.1,31736407,31735732,21
TPT1P1,31840858,31840341,21
HUNK,32044633,31873315,21
HUNK-AS1,32021782,32020966,21
LINC00159,32197813,32080316,21
AP000265.1,32261585,32259804,21
MIS18A,32279069,32268219,21
MIS18A-AS1,32280988,32277863,21
MRAP,32314784,32291813,21
AP000266.1,32308737,32306464,21
URB1,32393026,32311018,21
SNORA80A,32377322,32377187,21
URB1-AS1,32393960,32393130,21
EVA1C,32515397,32412006,21
EXOSC3P1,32497311,32496812,21
RF00438,32538434,32538299,21
RNA5SP490,32563210,32563075,21
LINC00846,32575881,32572238,21
TCP10L,32587373,32574841,21
AP000275.2,32612281,32578822,21
CFAP298,32612866,32592079,21
OR7E23P,32622083,32621084,21
AP000275.1,32625096,32624416,21
SYNJ1,32728048,32628759,21
PAXBP1-AS1,32743122,32728115,21
PAXBP1,32771858,32733899,21
C21orf62-AS1,32893735,32772100,21
AP000280.1,32791504,32790673,21
C21orf62,32813743,32793564,21
AP000281.1,32841811,32841496,21
RF00156,32841995,32841861,21
AP000281.2,32849934,32844367,21
AP000282.1,33071104,32913649,21
LINC01690,32960566,32958888,21
OLIG2,33029196,33025845,21
LINC00945,33064983,33057829,21
OLIG1,33072420,33070144,21
AP000289.1,33123703,33111699,21
AP000290.1,33159110,33156632,21
LINC01548,33170649,33165470,21
IFNAR2,33265675,33229901,21
AP000295.1,33297160,33229901,21
IL10RB-DT,33266260,33263873,21
IL10RB,33310187,33266358,21
IFNAR1,33359862,33324477,21
USF1P1,33335096,33334571,21
IFNGR2,33479348,33402896,21
TMEM50B,33480011,33432485,21
RPS5P3,33482195,33481580,21
AP000302.1,33484258,33482499,21
DNAJC28,33491720,33485530,21
GART,33543491,33503931,21
BTF3P6,33519108,33518610,21
SON,33577481,33542618,21
MIR6501,33550728,33550662,21
DONSON,33588708,33559542,21
AP000311.1,33931607,33584687,21
CRYZL1,33643926,33589341,21
ITSN1,33899861,33642400,21
ATP5PO,33915980,33903453,21
LINC00649,33977691,33915534,21
RN7SL740P,33919338,33918995,21
AP000569.1,33968573,33967101,21
MRPS6,34143034,34073224,21
SLC5A3,34106262,34073570,21
AP000317.2,34360033,34073592,21
RPS5P2,34136071,34135432,21
LINC00310,34190244,34157724,21
AP000317.1,34325034,34205055,21
KCNE2,34371389,34364024,21
AP000320.1,34375348,34370802,21
SMIM11A,34407866,34375480,21
FAM243A,34401072,34400317,21
AP000322.2,34412587,34412200,21
SMIM34A,34423966,34418715,21
AP000322.1,34426017,34425508,21
KCNE1,34512275,34446688,21
RF00614,34456237,34456110,21
RCAN1,34615142,34513142,21
CLIC6,34718227,34669389,21
LINC00160,34737181,34723807,21
LINC01426,34784886,34745757,21
RUNX1,36004667,34787801,21
AF015262.1,35139222,35136638,21
RPL34P3,35472432,35472095,21
EZH2P1,35600022,35599732,21
AF015720.1,35732942,35713139,21
MIR802,35720808,35720715,21
RPS20P1,35725100,35724747,21
PPP1R2P2,35887807,35887195,21
LINC01436,36007838,36005338,21
RPL23AP3,36016546,36016079,21
SETD4,36079389,36034541,21
RIMKLBP1,36051377,36050214,21
AP000688.4,36064408,36060432,21
RNU6-992P,36066652,36066545,21
AP000688.1,36126640,36069642,21
CBR1,36073166,36069941,21
AP000688.3,36090414,36082859,21
AP000688.2,36109690,36104881,21
MEMO1P1,36131376,36130489,21
CBR3-AS1,36175815,36131767,21
RPS9P1,36133032,36132450,21
CBR3,36146566,36134912,21
DOP1B,36294274,36156782,21
RPL3P1,36170180,36168970,21
SRSF9P1,36295702,36295173,21
AP000692.2,36320670,36319792,21
MORC3,36386148,36320189,21
AP000692.1,36362040,36360630,21
CHAF1B,36419015,36385378,21
ATP5MFP1,36389112,36388878,21
AP000695.1,36481070,36430360,21
AP000695.2,36532408,36445731,21
CLDN14,36576569,36460621,21
AP000695.3,36487760,36485867,21
PSMD4P1,36487411,36485983,21
AP000696.1,36637033,36632681,21
AP000697.1,36701564,36698773,21
SIM2,36749917,36699133,21
HLCS,36990236,36750888,21
HLCS-IT1,36806284,36803984,21
RNA5SP491,36852028,36851911,21
DPRXP5,36944125,36943267,21
AP000704.1,36975164,36966492,21
RF00019,36986851,36986739,21
MRPL20P1,36995075,36994643,21
RIPPLY3,37019659,37006150,21
RNU6-696P,37045636,37045530,21
PIGP,37073170,37059170,21
TTC3,37203112,37073226,21
AP001429.1,37101343,37100814,21
TTC3-AS1,37193926,37187666,21
DSCR9,37221736,37208503,21
RN7SL678P,37215903,37215605,21
AP001432.1,37237744,37221419,21
VPS26C,37267919,37223420,21
AP001412.1,37268497,37267784,21
AP001437.1,37365932,37365477,21
DYRK1A,37526358,37365573,21
KCNJ6,38121345,37607376,21
KCNJ6-AS1,37719569,37717102,21
DSCR4,38121360,37951425,21
DSCR4-IT1,38010618,38006544,21
DSCR8,38156511,38121451,21
KCNJ15,38307357,38155549,21
AP001425.1,38206080,38204141,21
DSCR10,38208644,38206156,21
AP001434.1,38238201,38237217,21
SPATA20P1,38238664,38238227,21
LINC01423,38333421,38323635,21
ERG,38661780,38380027,21
SNRPGP13,38502621,38502445,21
LINC00114,38747460,38739021,21
ETS2,38824955,38805307,21
AP001042.1,38848644,38846247,21
AP001043.1,38956467,38863676,21
AP001043.2,38903905,38888772,21
RF00091,38894867,38894785,21
RPSAP64,38895252,38894917,21
LINC01700,38977774,38974429,21
AF064858.1,39006153,38988707,21
AF064858.3,39011329,39006648,21
AF064858.2,39029128,39028536,21
RPL23AP12,39128040,39127568,21
PCBP2P1,39172106,39171130,21
RF02271,39171560,39171462,21
PSMG1,39183851,39174769,21
BRWD1,39321559,39184176,21
AF129408.1,39184899,39184469,21
TIMM9P2,39217506,39216624,21
BRWD1-IT1,39219805,39217093,21
METTL21AP1,39236020,39235386,21
BRWD1-AS2,39314962,39313935,21
BRWD1-AS1,39323218,39315707,21
HMGN1,39349647,39342315,21
RF00019,39344628,39344537,21
RNF6P1,39377066,39373763,21
WRB,39428528,39377698,21
WRB-SH3BGR,39515506,39380332,21
LCA5L,39445805,39405844,21
SH3BGR,39515506,39445855,21
MIR6508,39447069,39447010,21
MYL6P2,39488760,39488327,21
RPS26P4,39491898,39491544,21
AF121897.1,39529855,39525583,21
B3GALT5,39673137,39556442,21
B3GALT5-AS1,39612821,39597147,21
AF064860.1,39726085,39630271,21
AF064860.2,39730680,39727755,21
IGSF5,39802096,39745407,21
PCP4,39929397,39867317,21
DSCAM,40847139,40010999,21
MIR4760,40212431,40212352,21
DSCAM-AS1,40385358,40383083,21
RF00432,40513279,40513144,21
DSCAM-IT1,40630767,40615378,21
YRDCP3,40864473,40863994,21
LINC00323,41148133,41141493,21
MIR3197,41167629,41167557,21
BACE2,41282518,41167801,21
PLAC4,41186788,41175231,21
BACE2-IT1,41180626,41180097,21
FAM3B,41357431,41304212,21
MX2,41409390,41361943,21
MX1,41459214,41420304,21
AP001610.1,41445708,41441056,21
TMPRSS2,41531116,41464551,21
RF00421,41539326,41539206,21
AP001610.2,41562958,41559125,21
AP006748.1,41581319,41576135,21
LINC00111,41697336,41679181,21
LINC00479,41715775,41711520,21
LINC00112,41717580,41716436,21
RIPK4,41767106,41739369,21
AP001615.1,41741308,41739373,21
MIR6814,41746841,41746772,21
PRDM15,41879482,41798225,21
AP001619.2,41872054,41870633,21
AP001619.1,41877613,41874756,21
RF00334,41882300,41882205,21
C2CD2,41953890,41885112,21
ZBTB21,42010387,41986831,21
ZNF295-AS1,42024924,42009194,21
UMODL1,42143453,42062959,21
UMODL1-AS1,42108534,42102134,21
ABCG1,42297244,42199689,21
RNA5SP492,42221286,42221173,21
TFF3,42315651,42311667,21
TFF2,42351128,42346357,21
TFF1,42366594,42362282,21
TMPRSS3,42396846,42371837,21
UBASH3A,42447681,42403447,21
RNU6-1149P,42417593,42417497,21
RSPH1,42496354,42472486,21
SLC37A1,42581440,42496008,21
AP001625.3,42497443,42496539,21
AP001625.1,42509661,42508624,21
AP001625.2,42561934,42560374,21
LINC01671,42615058,42599280,21
AP001626.1,42651244,42648271,21
PDE9A,42775509,42653636,21
AP001627.1,42741758,42733594,21
LINC01668,42779994,42777819,21
AP001628.2,42782229,42781074,21
AP001628.1,42836477,42831040,21
WDR4,42879568,42843094,21
NDUFV3,42913304,42879644,21
ERVH48-1,42925646,42916803,21
MIR5692B,42951014,42950928,21
AP001630.1,42965363,42964639,21
PKNOX1,43033931,42974510,21
CBS,43076943,43053191,21
U2AF1,43107587,43092956,21
MRPL51P2,43115709,43115334,21
FRGCA,43141092,43140523,21
AP001631.1,43162277,43159066,21
CRYAA,43172805,43169008,21
LINC00322,43332039,43322417,21
LINC01679,43362349,43358147,21
AP001046.1,43366566,43363332,21
SIK1,43427189,43414483,21
LINC00319,43453893,43446601,21
LINC00313,43479534,43462094,21
AP001048.1,43467298,43465309,21
HSF2BP,43659493,43529192,21
RPL31P1,43551600,43551229,21
H2BFS,43565648,43565189,21
MIR6070,43609989,43609887,21
RRP1B,43696079,43659548,21
PDXK,43762307,43719094,21
AP001052.1,43748468,43748365,21
CSTB,43776445,43772511,21
TMEM97P1,43783573,43783123,21
RRP1,43805293,43789513,21
AATBC,43812567,43805758,21
MYL6P1,43856342,43855890,21
AGPAT3,43986536,43865186,21
RNU6-859P,43919901,43919795,21
RNU6-1150P,43996420,43996322,21
TRAPPC10,44106552,44012319,21
H2AFZP1,44047041,44046347,21
PWP2,44131181,44107290,21
GATD3A,44210114,44133605,21
LINC01678,44160076,44158740,21
AP001056.2,44194338,44172169,21
AP001056.1,44176453,44175489,21
AP001057.1,44207399,44200616,21
ICOSLG,44240966,44217014,21
AP001059.3,44242081,44241847,21
AP001059.2,44244993,44244545,21
DNMT3L,44262216,44246339,21
AP001059.1,44251520,44250813,21
AIRE,44298648,44285838,21
PFKL,44327376,44300051,21
AP001062.3,44330221,44328944,21
CFAP410,44339402,44328944,21
AP001062.1,44335851,44331234,21
AP001062.2,44340470,44339376,21
AP001063.1,44348295,44347767,21
TRPM2,44443081,44350163,21
TRPM2-AS,44425272,44414588,21
RF00285,44437175,44437121,21
RF00285,44439110,44439035,21
LRRC3-DT,44455284,44450986,21
LRRC3,44462196,44455486,21
MTCYBP21,44472516,44469929,21
MTND6P21,44473739,44472895,21
MTND5P1,44475097,44473723,21
AP001065.1,44478493,44477850,21
LINC02575,44490288,44485577,21
AP001065.2,44495519,44494874,21
TSPEAR,44711580,44497892,21
TSPEAR-AS1,44516575,44506807,21
TSPEAR-AS2,44525952,44517216,21
KRTAP10-1,44540195,44538981,21
KRTAP10-2,44551505,44550357,21
KRTAP10-3,44558760,44557790,21
KRTAP10-4,44638284,44573724,21
KRTAP10-5,44580604,44579455,21
KRTAP10-6,44592505,44591268,21
KRTAP10-7,44602174,44600597,21
KRTAP10-8,44612954,44612079,21
KRTAP10-9,44628293,44627123,21
KRTAP10-10,44638455,44637356,21
KRTAP10-11,44647650,44646414,21
KRTAP12-4,44654659,44654213,21
KRTAP12-3,44658341,44657932,21
KRTAP12-2,44666927,44666189,21
IMMTP1,44678086,44675868,21
KRTAP12-1,44682163,44681576,21
KRTAP12-6P,44686629,44686358,21
KRTAP10-12,44698044,44697172,21
KRTAP10-13P,44702791,44702221,21
UBE2G2,44802019,44768580,21
LINC01424,44804717,44802577,21
SUMO3,44818779,44805617,21
PTTG1IP,44873903,44849585,21
ITGB2,44931989,44885953,21
ITGB2-AS1,44929678,44921051,21
AL844908.2,44930112,44929653,21
LINC01547,44939913,44932814,21
AL844908.1,44936954,44936303,21
FAM207A,44976989,44940010,21
AP001505.1,44979274,44978832,21
LINC00163,44994086,44989864,21
LINC00165,44995185,44994362,21
PICSAR,45004727,44999208,21
SSR4P1,45074165,45070952,21
ADARB1,45226560,45073853,21
AL133499.1,45101094,45100487,21
LINC00334,45264548,45234340,21
POFUT2,45287898,45263928,21
LINC00205,45297806,45288050,21
LINC00315,45305257,45300245,21
BX322557.1,45338665,45336707,21
LINC00316,45341990,45338590,21
MTCO1P3,45376382,45376191,21
BX322559.1,45379635,45378201,21
BX322562.1,45404369,45403809,21
COL18A1,45513720,45405137,21
COL18A1-AS2,45410065,45407386,21
COL18A1-AS1,45425070,45419716,21
MIR6815,45478326,45478266,21
SLC19A1,45544411,45493572,21
LINC01694,45603056,45593654,21
PCBP3,45942454,45643694,21
AL133492.1,45763758,45759804,21
AL592528.1,45836419,45827961,21
AJ011931.1,45873345,45870854,21
AJ239328.1,45919483,45914296,21
AJ011932.1,45974953,45974489,21
COL6A1,46005050,45981737,21
AP001476.1,46039807,46037052,21
AP001476.3,46053105,46052596,21
AP001476.2,46057567,46056516,21
PSMA6P3,46072248,46072085,21
AP001471.1,46097530,46093264,21
COL6A2,46132849,46098097,21
FTCD,46155567,46136262,21
FTCD-AS1,46152647,46151614,21
SPATC1L,46184476,46161148,21
AP001468.1,46188941,46185079,21
LSS,46228824,46188141,21
AP001469.1,46225364,46220269,21
MCM3AP-AS1,46259390,46229217,21
MCM3AP,46286297,46235126,21
AP001469.2,46247682,46246890,21
AP001469.3,46254133,46251549,21
YBEY,46297751,46286337,21
C21orf58,46323875,46300181,21
PCNT,46445769,46324122,21
RPL18AP2,46421034,46420553,21
DIP2A,46569852,46458899,21
DIP2A-IT1,46469306,46462471,21
RNU6-396P,46525722,46525618,21
S100B,46605208,46598962,21
PRMT2,46665124,46635167,21
DSTNP1,46654022,46653558,21
RPL23AP4,46691226,46690764,21
